ORIGEN,280724,CH0001,CH0004,CH0006,CH0008,CH0009,CH0011,CH0012,CH0013,CH0017,CH0018,CH0019,CH0020,CH0023,CH0024,CH0025,CH0026,CH0027,CH0028,CH0029,CH0030,CH0031,CH0032,CH0034,CH0037,CH0038,CH0039,CH0041,CH0042,CH0043,CH0044,CH0045,CH0046,CH0047,CH0049,CH0050,CH0051,CH0052,CH0053,CH0054,CH0057,CH0059,CH0060,CH0061,CH0062,CH0063,CH0064,CH0065,CH0067,CH0068,CH0069,CH0070,CH0071,CH0072,CH0075,CH0076,CH0077,CH0079,CH0080,CH0081,CH0083,CH0084,CH0086,CH0087,CH0088,CH0089,CH0091,CH0092,CH0093,CH0094,CH0095,CH0096,CH0097,CH0098,CH0099,CH0100,CH0101,CH0102,CH0103,CH0104,CH0105,CH0106,CH0107,CH0109,CH0110,CH2669,,,,,CH0108
0180401,53.346,40.523,84.832,53.312,48.138,40.583,47.788,51.044,50.146,52.448,52.558,48.327,46.468,55.238,54.239,37.645,48.883,19.428,17.505,53.228,51.425,49.712,55.246,53.964,55.694,54.214,45.117,45.011,58.632,12.082,77.13,100.267,38.633,85.097,44.481,50.114,53.862,60.791,47.705,61.745,46.587,52.888,62.061,49.577,49.543,51.324,49.225,55.434,48.458,52.103,49.887,49.658,51.322,36.886,61.754,49.403,46.601,43.785,53.123,43.797,48.454,51.82,58.393,21.9,56.475,44.691,48.646,41.032,47.047,53.04,77.376,59.65,51.86,71.44,95.666,79.87,62.964,38.904,13.401,67.62,51.857,10.43,55.211,74.8,51.708,60.439,44.328,49.727,50.883,67.231,65.128
0180601,54.552,41.729,86.038,55.211,49.344,41.789,48.993,52.943,52.045,54.347,54.457,49.533,48.367,60.913,56.138,39.544,51.257,22.716,13.118,55.127,52.631,50.918,56.452,55.863,57.593,55.42,47.016,46.91,60.531,15.371,79.029,101.473,40.532,86.303,46.381,52.013,55.761,61.997,48.911,63.644,49.307,54.787,63.267,51.476,51.442,52.53,51.915,57.333,49.664,54.002,51.786,51.557,53.221,38.785,62.96,52.172,47.807,45.684,54.329,45.003,50.353,53.026,59.599,23.106,57.681,46.59,49.852,42.238,48.946,54.246,78.582,61.549,53.759,72.646,96.872,81.769,64.864,40.11,16.849,69.519,53.063,11.636,56.417,76.699,53.607,61.645,46.227,51.626,52.782,69.13,66.334
0190101,62.672,80.746,28.398,60.71,62.76,70.942,63.548,60.623,60.101,59.003,58.693,63.137,64.359,58.145,55.316,70.943,61.782,114.201,121.761,58.455,60.969,60.991,77.385,57.046,55.522,66.509,68.099,64.274,54.298,109.737,70.274,123.03,70.434,29.741,65.333,61.771,56.944,69.657,63.466,49.514,71.117,58.114,70.928,61.314,61.219,69.227,62.603,54.688,62.601,59.73,62.324,60.391,60.046,73.958,63.169,63.903,64.509,73.538,71.224,75.391,61.79,75.738,74.214,89.901,89.937,65.164,69.557,70.923,64.999,62.873,40.495,54.459,73.606,72.639,35.08,33.176,52.685,81.631,111.805,60.764,78.205,102.648,75.747,58.014,62.532,72.606,74.081,62.164,64.941,60.376,88.029
0200101,94.124,95.655,118.327,83.25,82.674,87.711,88.755,80.982,80.084,82.387,82.496,83.051,78.154,88.952,84.178,76.833,81.044,128.966,82.88,83.166,91.791,83.553,112.007,83.902,85.633,104.554,80.233,78.069,84.249,80.776,96.957,157.954,76.323,118.592,78.545,80.052,83.801,111.377,88.673,91.522,80.938,82.826,101.156,79.516,79.482,96.626,81.702,85.372,82.515,82.041,79.826,81.298,81.26,79.847,100.602,81.959,87.379,79.427,105.076,94.163,78.393,106.967,114.643,104.665,114.162,74.63,98.223,87.691,75.065,93.818,110.872,87.668,64.482,113.506,129.162,108.358,92.741,96.54,82.095,87.447,108.618,75.35,111.844,88.461,81.485,107.802,79.97,79.666,78.6,87.058,121.882
0210101,75.905,77.436,100.109,65.032,64.455,69.492,70.537,62.764,61.866,64.168,64.277,64.832,59.935,70.733,65.959,58.614,62.825,110.747,64.661,64.948,73.572,65.334,93.788,65.684,67.414,86.335,62.014,59.85,66.03,62.557,78.738,139.736,58.104,100.374,60.326,61.833,65.582,93.158,70.454,73.303,62.719,64.607,82.938,61.297,61.263,78.408,63.483,67.153,64.296,63.822,61.607,63.079,63.041,61.629,82.383,63.74,69.161,61.208,86.858,75.944,60.174,88.748,96.424,86.447,95.944,56.411,80.004,69.473,56.846,75.6,92.653,69.449,46.263,95.287,110.943,90.139,74.522,78.321,63.876,69.228,90.399,57.131,93.625,70.242,63.266,89.584,61.751,61.447,60.382,68.84,103.663
0210201,76.565,78.096,100.768,65.691,65.115,70.151,71.196,63.423,62.525,64.828,64.937,65.492,60.595,71.393,66.618,59.274,63.484,111.407,65.32,65.607,74.232,65.993,94.448,66.343,68.073,86.994,62.674,60.51,66.69,63.217,79.398,140.395,58.764,101.033,60.986,62.493,66.242,93.818,71.113,73.962,63.379,65.267,83.597,61.957,61.923,79.067,64.143,67.813,64.956,64.482,62.266,63.739,63.701,62.288,83.043,64.4,69.82,61.868,87.517,76.604,60.834,89.407,97.084,87.106,96.603,57.071,80.664,70.132,57.506,76.259,93.313,70.109,46.922,95.947,111.602,90.799,75.182,78.981,64.536,69.888,91.058,57.79,94.285,70.902,63.926,90.243,62.411,62.107,61.041,69.499,104.323
0210401,72.79,74.321,96.994,61.917,61.34,66.377,67.422,59.649,58.751,61.053,61.162,61.717,56.82,67.618,62.844,55.499,59.71,107.632,61.546,61.832,70.457,62.219,90.673,62.568,64.299,83.22,58.899,56.735,62.915,59.442,75.623,136.621,54.989,97.259,57.211,58.718,62.467,90.043,67.339,70.188,59.604,61.492,79.823,58.182,58.148,75.293,60.368,64.038,61.181,60.707,58.492,59.964,59.926,58.514,79.268,60.625,66.046,58.093,83.743,72.829,57.059,85.633,93.309,83.332,92.829,53.296,76.889,66.358,53.731,72.485,89.538,66.334,43.148,92.172,107.828,87.024,71.407,75.206,60.761,66.113,87.284,54.016,90.51,67.127,60.151,86.468,58.636,58.332,57.267,65.725,100.548
0230101,58.458,44.024,88.364,53.287,53.44,44.084,53.089,51.02,50.122,52.424,52.533,53.628,46.443,58.989,54.215,37.621,49.333,29.159,19.233,53.203,56.537,55.014,58.747,53.939,55.67,68.887,45.093,44.987,58.607,19.655,77.105,103.768,38.609,88.63,44.457,50.089,53.838,64.292,53.006,61.721,47.384,52.863,65.562,49.553,49.519,60.96,49.992,55.409,53.76,52.078,49.863,49.634,51.297,36.861,67.7,50.248,51.713,43.761,56.624,47.299,48.43,55.322,61.895,25.401,59.976,44.667,52.147,52.025,47.023,58.152,80.909,59.626,51.836,74.941,99.199,79.845,62.94,42.405,22.964,67.595,55.358,14.229,58.712,74.776,51.684,63.94,44.304,49.703,50.859,67.207,68.629
0230201,55.404,39.899,85.31,50.233,50.386,39.959,50.035,47.966,47.068,49.37,49.479,50.574,43.389,55.935,51.161,34.567,46.279,25.034,17.634,50.149,53.483,51.96,54.622,50.885,52.616,53.59,42.039,41.933,55.553,15.53,74.051,99.643,35.555,85.576,41.403,47.035,50.784,60.167,49.952,58.667,44.33,49.809,61.437,46.499,46.465,57.906,46.938,52.355,50.706,49.024,46.809,46.58,48.243,33.807,64.646,47.194,48.659,40.707,52.499,43.173,45.376,51.196,57.769,21.276,55.851,41.613,48.022,40.408,43.969,55.098,77.855,56.572,48.782,70.816,96.145,76.791,59.886,38.28,16.849,64.541,51.233,10.104,54.587,71.722,48.63,59.815,41.25,46.649,47.805,64.153,64.504
0230301,59.699,44.856,89.606,54.529,52.471,44.916,52.121,52.261,51.363,53.666,53.775,52.66,47.685,60.231,55.456,38.862,50.575,25.062,15.464,54.445,57.778,54.045,59.579,55.181,56.911,58.548,46.334,46.228,59.849,17.716,78.347,104.6,39.85,89.43,45.699,51.331,55.08,65.124,52.038,62.962,48.625,54.105,66.394,50.795,50.761,55.657,51.233,56.651,52.791,53.32,51.104,51.538,52.539,38.103,66.087,51.49,52.955,45.003,57.456,48.131,49.672,56.154,62.727,26.233,60.808,45.909,52.979,45.365,48.265,59.394,82.151,60.867,53.077,75.773,100.44,81.087,64.182,43.237,19.195,68.837,56.19,12.695,59.544,76.017,52.926,64.772,45.546,50.945,52.101,68.449,69.461
0230501,57.798,43.364,87.704,52.627,52.78,43.424,52.429,50.359,49.461,51.764,51.873,52.968,45.783,58.329,53.554,36.961,48.673,28.499,21.099,52.543,55.877,54.354,58.087,53.279,55.01,68.227,44.433,44.326,57.947,18.995,76.445,103.108,37.949,87.969,43.797,49.429,53.178,63.632,52.346,61.06,46.724,52.203,64.902,48.893,48.859,60.3,49.332,54.749,53.099,51.418,49.202,48.974,50.637,36.201,67.04,49.588,51.053,43.101,55.963,57.837,47.77,54.661,61.234,24.741,59.316,44.007,51.487,51.365,46.363,57.492,80.249,58.965,51.176,74.281,98.539,79.185,62.28,41.745,20.314,66.935,54.698,13.569,58.052,74.115,51.024,63.279,43.644,49.043,50.199,66.547,67.969
0230601,60.353,45.238,90.26,55.183,55.336,45.298,54.985,52.915,52.017,54.32,54.429,55.524,48.339,60.885,56.11,39.517,51.229,24.143,17.604,55.099,58.433,56.909,59.961,55.835,57.566,58.929,46.988,46.882,60.503,16.797,79.001,104.982,40.505,90.525,46.353,51.985,55.734,65.506,54.902,63.616,49.28,54.759,66.776,51.449,51.415,56.039,51.888,57.305,55.655,53.974,51.758,51.53,53.193,38.757,66.469,52.144,53.609,45.657,57.837,48.512,50.326,56.535,63.108,26.615,61.19,46.563,53.361,45.746,48.919,60.048,82.805,61.521,53.732,76.155,101.095,81.741,64.836,43.619,21.335,69.491,56.571,13.076,59.926,76.671,53.58,65.153,46.2,51.599,52.755,69.103,69.843
0230701,60.103,45.259,89.568,54.932,52.875,45.319,52.524,52.665,51.767,54.069,54.178,53.063,48.088,60.634,55.86,39.266,50.978,24.165,18.923,54.848,58.182,54.448,59.983,55.584,57.315,58.951,46.738,46.632,60.252,16.819,78.75,105.004,40.254,89.833,46.102,51.734,55.483,65.527,52.441,63.366,49.029,54.508,66.797,51.198,51.164,56.06,51.637,57.054,53.194,53.723,51.508,51.941,52.942,38.506,66.49,51.893,53.358,45.406,57.859,48.534,50.075,56.557,63.13,26.636,61.212,46.312,53.383,45.768,48.668,59.797,82.113,61.271,53.481,76.176,100.402,81.49,64.585,43.64,18.138,69.24,56.593,13.098,59.947,76.421,53.329,65.175,45.949,51.348,52.504,68.852,69.864
0231101,55.566,41.133,85.473,50.396,50.548,41.192,50.198,48.128,47.23,49.532,49.642,50.737,43.552,56.098,51.323,34.729,46.442,26.268,18.868,50.312,53.645,52.122,55.856,51.048,52.778,65.996,42.201,42.095,55.716,16.764,74.214,100.877,35.717,85.738,41.566,47.198,50.947,61.4,50.115,58.829,44.492,49.972,62.67,46.661,46.627,58.069,47.1,52.518,50.868,49.187,46.971,47.404,48.406,33.97,64.809,47.357,48.822,40.869,53.732,44.407,45.539,52.43,59.003,22.51,57.085,41.775,49.256,49.134,44.132,55.261,78.017,56.734,48.944,72.05,96.307,76.954,60.049,39.513,18.083,64.704,52.466,11.338,55.82,71.884,48.793,61.048,41.413,46.812,47.968,64.315,65.737
0240101,92.301,93.832,116.505,81.428,80.851,85.888,86.933,79.16,78.262,80.564,80.673,81.228,76.331,87.129,82.355,75.01,79.221,127.143,81.057,81.343,89.968,81.73,110.184,82.08,83.81,102.731,78.41,76.246,82.426,78.953,95.134,156.132,74.5,116.77,76.722,78.229,81.978,109.554,86.85,89.699,79.115,81.003,99.334,77.693,77.659,94.804,79.879,83.549,80.692,80.218,78.003,79.475,79.437,78.025,98.779,80.136,85.557,77.604,103.254,92.34,76.57,105.144,112.82,102.843,112.34,72.807,96.4,85.869,73.242,91.996,109.049,85.845,62.659,111.683,127.339,106.535,90.918,94.717,80.272,85.624,106.795,73.527,110.021,86.638,79.662,105.98,78.147,77.843,76.778,85.236,120.059
0250101,70.667,88.742,53.249,68.706,70.755,78.938,71.544,68.618,68.097,66.998,66.689,71.132,72.355,66.141,63.312,78.939,69.777,122.196,129.757,66.45,68.965,68.987,85.38,65.042,63.518,74.504,76.094,72.27,62.293,117.733,53.774,131.026,78.43,54.591,73.329,69.766,64.94,77.653,71.461,57.51,79.113,66.11,78.923,69.309,69.214,77.223,70.598,62.684,70.597,67.725,70.32,68.386,68.041,81.954,71.165,71.898,72.504,81.533,79.219,83.387,69.785,83.734,82.209,97.896,97.932,73.16,77.552,78.919,72.995,70.869,76.501,62.455,81.602,80.634,59.465,41.172,60.681,89.626,119.801,48.099,86.2,110.643,83.743,49.792,70.528,80.602,82.076,70.16,72.936,47.754,96.025
0250201,72.571,90.646,55.153,70.61,72.659,80.842,73.448,70.522,70.001,68.902,68.593,73.036,74.259,68.045,65.216,80.843,71.681,124.1,131.66,68.354,70.869,70.891,87.284,66.946,65.422,76.408,77.998,74.174,64.197,119.637,55.678,132.93,80.334,56.161,75.233,71.67,66.844,79.557,73.365,59.414,81.017,68.014,80.827,71.213,71.118,79.127,72.502,64.588,72.5,69.629,72.224,70.29,69.945,83.858,73.069,73.802,74.408,83.437,81.123,85.291,71.689,85.638,84.113,99.8,99.836,75.064,79.456,80.823,74.899,72.773,78.405,64.359,83.506,82.538,61.369,43.076,62.585,91.53,121.705,50.003,88.104,112.547,85.647,51.696,72.432,82.506,83.98,72.064,74.84,49.658,97.929
0260101,28.667,19.367,55.672,46.929,34.843,27.288,34.493,46.841,46.32,38.114,45.358,35.032,36.392,35.01,42.656,40.42,35.588,29.793,63.488,44.867,32.518,33.166,17.344,43.459,42.862,27.429,35.413,36.996,53.207,51.686,71.394,45.201,39.911,55.937,37.073,48.754,43.357,31.631,34.41,41.49,33.059,44.527,32.901,48.897,48.722,26.849,35.93,42.028,35.163,37.832,40.346,37.709,46.264,43.435,34.969,36.108,31.002,34.92,23.963,15.876,48.003,18.214,24.787,31.85,1.864,42.979,24.18,27.737,39.055,27.569,48.216,54.75,50.147,42.28,66.506,60.723,42.71,16.387,53.754,61.884,17.893,44.597,18.646,69.064,48.751,31.279,35.463,40.158,49.17,61.496,15.654
0260201,30.22,22.777,57.225,48.483,38.254,30.698,37.903,48.395,47.873,41.525,41.634,38.442,39.802,36.563,44.209,43.831,38.998,27.997,47.371,46.421,34.071,39.827,18.897,45.012,44.415,28.983,38.823,40.406,54.76,35.568,72.948,46.524,43.321,57.49,40.484,41.862,44.911,33.184,37.82,43.044,36.469,46.081,34.455,50.451,50.275,28.403,39.341,43.581,38.573,41.243,43.756,41.12,47.818,46.845,36.522,39.518,34.413,38.33,25.516,17.43,49.556,19.767,26.34,33.403,3.186,46.389,25.734,31.147,42.466,29.123,49.77,56.303,53.558,43.834,68.06,62.277,44.263,20.522,37.636,63.438,19.447,46.15,20.199,70.618,50.304,32.832,38.873,43.569,52.58,63.049,17.208
0260301,25.264,17.709,52.084,43.526,33.185,25.63,32.834,43.439,42.917,36.456,36.565,33.374,34.734,31.607,39.253,38.762,33.93,28.411,61.83,36.199,29.115,34.759,20.774,40.056,39.459,24.026,33.755,35.338,49.804,50.028,67.991,48.4,38.252,52.349,35.415,36.793,39.955,28.043,32.752,38.087,31.4,41.125,29.313,40.006,39.972,23.446,34.272,38.625,33.505,36.174,38.688,36.051,36.327,41.777,30.681,34.449,29.344,33.262,20.375,14.218,38.796,19.073,25.646,30.192,5.063,41.32,20.778,26.079,37.397,24.166,44.628,51.347,48.489,38.692,62.918,62.715,39.307,14.729,52.096,58.481,19.109,42.939,22.463,65.662,45.348,27.691,33.805,38.5,47.511,58.093,19.084
0270101,84.816,86.347,109.02,73.943,73.366,78.403,79.448,71.675,70.777,73.079,73.188,73.743,68.846,79.644,74.87,67.525,71.736,119.658,73.572,73.859,82.483,74.245,102.699,74.595,76.325,95.246,70.925,68.761,74.941,71.468,87.649,148.647,67.015,109.285,69.237,70.744,74.493,102.069,79.365,82.214,71.63,73.518,91.849,70.208,70.174,87.319,72.394,76.064,73.207,72.733,70.518,71.99,71.952,70.54,91.294,72.651,78.072,70.119,95.769,84.855,69.085,97.659,105.335,95.358,104.855,65.322,88.915,78.384,65.757,84.511,101.564,78.36,55.174,104.198,119.854,99.05,83.433,87.232,72.787,78.139,99.31,66.042,102.536,79.153,72.177,98.495,70.662,70.358,69.293,77.751,112.574
0280101,73.827,75.358,98.03,62.953,62.377,67.413,68.458,60.685,59.787,62.09,62.199,62.753,57.856,68.655,63.88,56.535,60.746,58.224,50.824,62.869,71.493,63.255,91.71,63.605,65.335,84.256,59.935,57.772,63.952,48.721,76.66,137.657,56.026,98.295,58.248,59.755,63.504,91.08,68.375,71.224,60.641,62.529,80.859,59.219,59.185,76.329,61.405,65.075,62.218,61.744,59.528,61.0,60.963,51.114,80.305,61.661,67.082,59.13,84.779,73.866,58.096,86.669,94.346,84.368,93.865,54.332,77.926,67.394,54.767,73.521,90.575,67.371,44.184,93.208,108.864,88.061,72.444,76.243,50.04,67.15,88.32,43.294,91.547,68.163,61.188,87.505,59.673,59.369,58.303,66.761,101.584
0280201,65.84,67.371,102.929,67.852,60.822,59.427,60.472,65.585,64.687,66.989,67.098,61.011,53.826,73.554,68.78,45.003,56.716,53.52,46.12,67.768,63.919,62.396,83.723,68.504,70.235,76.27,52.475,52.369,68.851,44.016,81.559,129.671,45.991,103.195,51.839,64.654,68.403,83.093,60.389,76.124,54.766,67.428,81.19,64.118,64.084,68.343,57.374,69.974,61.142,66.643,64.428,57.678,65.862,44.243,75.083,57.631,59.096,51.143,76.793,65.879,62.995,78.683,86.359,49.762,85.879,59.232,69.939,59.408,59.667,65.535,95.474,72.27,49.084,87.986,113.764,92.96,77.343,68.256,45.335,72.049,80.334,38.59,83.56,73.063,59.066,79.518,51.686,64.268,63.202,71.66,93.598
0280701,71.874,73.405,96.078,61.001,60.424,65.461,66.506,58.733,57.835,60.137,60.246,60.801,55.904,66.702,61.928,43.197,58.794,53.537,46.137,60.916,69.541,61.303,89.757,61.652,63.383,82.304,57.983,55.819,61.999,51.231,74.707,135.705,54.073,96.343,56.295,57.802,61.551,89.127,66.423,69.272,58.688,60.576,78.907,57.266,57.232,74.377,59.452,63.122,60.265,59.791,57.576,59.048,59.01,42.437,78.352,59.709,65.13,57.177,82.827,71.913,56.143,84.717,89.525,49.779,91.913,52.38,75.973,65.442,52.815,71.569,88.622,65.418,42.232,91.256,106.912,86.108,70.491,74.29,45.352,65.197,86.368,38.607,89.594,66.211,59.235,85.552,57.72,57.416,56.351,64.809,99.632
0280901,78.18,79.712,102.384,67.307,66.73,71.767,72.812,65.039,64.141,66.443,66.553,67.107,62.21,73.009,68.234,60.889,65.1,59.462,52.062,67.223,75.847,67.609,96.064,67.959,69.689,88.61,64.289,62.125,68.306,49.958,81.013,142.011,60.38,102.649,62.602,64.109,67.857,95.434,72.729,75.578,64.995,66.883,85.213,63.572,63.538,80.683,65.759,69.429,66.571,66.098,63.882,65.354,65.317,52.264,84.659,66.015,71.436,63.484,89.133,78.22,62.449,91.023,98.7,88.722,98.219,58.686,82.28,71.748,59.121,77.875,94.928,71.724,48.538,97.562,113.218,92.415,76.798,80.597,51.277,71.503,92.674,44.532,95.901,72.517,65.542,91.859,64.027,63.722,62.657,71.115,105.938
0281301,72.089,73.62,96.292,61.215,60.639,65.675,66.72,58.947,58.049,60.352,60.461,61.016,56.119,66.917,62.142,54.798,59.008,60.475,53.075,61.131,69.755,61.517,89.972,61.867,63.597,82.518,58.198,56.034,62.214,50.972,74.922,135.919,54.288,96.557,56.51,58.017,61.766,89.342,66.637,69.486,58.903,60.791,79.121,57.481,57.447,74.591,59.667,63.337,60.48,60.006,57.79,59.263,59.225,49.376,78.567,59.924,65.344,57.392,83.041,72.128,56.358,84.931,92.608,82.63,92.127,52.595,76.188,65.656,53.03,71.783,88.837,65.633,42.446,91.471,107.126,86.323,70.706,74.505,52.291,65.412,86.582,45.545,89.809,66.425,59.45,85.767,57.935,57.631,56.565,65.023,99.847
0281302,76.744,78.276,100.948,65.871,65.294,70.331,71.376,63.603,62.705,65.007,65.117,65.671,60.774,71.573,66.798,59.453,63.664,60.307,52.907,65.787,74.411,66.173,94.627,66.523,68.253,87.174,62.853,60.689,66.87,50.803,79.577,140.575,58.944,101.213,61.166,62.673,66.421,93.998,71.293,74.142,63.559,65.447,83.777,62.136,62.102,79.247,64.323,67.993,65.135,64.662,62.446,63.918,63.881,62.468,83.223,64.579,70.0,62.047,87.697,76.784,61.013,89.587,97.264,87.286,96.783,57.25,80.844,70.312,57.685,76.439,93.492,70.288,47.102,96.126,111.782,90.979,75.362,79.16,52.122,70.067,91.238,45.377,94.465,71.081,64.106,90.423,62.591,62.286,61.221,69.679,104.502
0290101,64.701,66.232,88.904,53.827,53.251,58.287,59.332,51.559,50.661,52.964,53.073,53.627,48.73,59.529,54.754,47.41,51.62,58.46,51.06,53.743,62.367,54.129,82.584,54.479,56.209,75.13,50.809,48.646,54.826,48.956,67.534,128.531,46.9,89.169,49.122,50.629,54.378,81.954,59.249,62.098,51.515,53.403,71.733,50.093,50.059,67.203,52.279,55.949,53.092,52.618,50.402,51.874,51.837,50.424,71.179,52.535,57.956,50.004,75.653,64.74,48.97,77.543,85.22,75.242,84.739,45.207,68.8,58.268,45.642,64.395,81.449,58.245,35.058,84.083,99.738,78.935,63.318,67.117,50.275,58.024,79.194,43.53,82.421,59.037,52.062,78.379,50.547,50.243,49.177,57.635,92.458
0290201,65.338,66.869,89.542,54.465,53.888,58.925,59.97,52.197,51.299,53.601,53.71,54.265,49.368,60.166,55.392,48.047,52.258,57.461,50.061,54.381,63.005,54.767,83.221,55.117,56.847,75.768,51.447,49.283,55.463,47.957,68.171,129.169,47.538,89.807,49.759,51.266,55.015,82.592,59.887,62.736,52.153,54.041,72.371,50.73,50.696,67.841,52.916,56.586,53.729,53.256,51.04,52.512,52.474,51.062,71.816,53.173,58.594,50.641,76.291,65.377,49.607,78.181,85.857,75.88,85.377,45.844,69.437,58.906,46.279,65.033,82.086,58.882,35.696,84.72,100.376,79.572,63.955,67.754,49.276,58.661,79.832,42.531,83.058,59.675,52.699,79.017,51.184,50.88,49.815,58.273,93.096
0290301,67.203,68.734,91.406,56.329,55.753,60.789,61.834,54.061,53.163,55.466,55.575,56.13,51.233,62.031,57.256,49.912,54.122,60.962,53.562,56.245,64.869,56.631,85.086,56.981,58.711,77.632,53.311,51.148,57.328,51.458,70.036,131.033,49.402,91.671,51.624,53.131,56.88,84.456,61.751,64.6,54.017,55.905,74.235,52.595,52.561,69.705,54.781,58.451,55.594,55.12,52.904,54.377,54.339,52.926,73.681,55.038,60.458,52.506,78.155,67.242,51.472,80.045,87.722,77.744,87.241,47.709,71.302,60.77,48.144,66.897,83.951,60.747,37.56,86.585,102.24,81.437,65.82,69.619,52.777,60.526,81.696,46.032,84.923,61.539,54.564,80.881,53.049,52.745,51.679,60.137,94.961
0300101,70.114,71.646,94.318,59.241,58.664,63.701,64.746,56.973,56.075,58.377,58.487,59.041,54.144,64.943,60.168,52.823,57.034,104.956,58.87,59.157,67.781,59.543,87.998,59.893,61.623,80.544,56.223,54.059,60.24,56.767,72.948,133.945,52.314,94.583,54.536,56.043,59.791,87.368,64.663,67.512,56.929,58.817,77.147,55.506,55.472,72.617,57.693,61.363,58.506,58.032,55.816,57.288,57.251,55.838,76.593,57.949,63.37,55.418,81.067,70.154,54.384,82.957,90.634,80.656,90.153,50.62,74.214,63.682,51.055,69.809,86.862,63.658,40.472,89.496,105.152,84.349,68.732,72.531,58.086,63.437,84.608,51.34,87.835,64.451,57.476,83.793,55.961,55.656,54.591,63.049,97.872
0300201,71.666,73.198,95.87,60.793,60.216,65.253,66.298,58.525,57.627,59.929,60.039,60.593,55.696,66.495,61.72,54.375,58.586,67.822,60.422,60.709,69.333,61.095,89.549,61.445,63.175,82.096,57.775,55.611,61.792,58.318,74.499,135.497,53.866,96.135,56.088,57.595,61.343,88.92,66.215,69.064,58.481,60.369,78.699,57.058,57.024,74.169,59.245,62.915,60.057,59.584,57.368,58.84,58.803,57.39,78.144,59.501,64.922,56.969,82.619,71.706,55.935,84.509,92.186,82.208,91.705,52.172,75.766,65.234,52.607,71.361,88.414,65.21,42.024,91.048,106.704,85.901,70.284,74.082,59.637,64.989,86.16,52.892,89.387,66.003,59.028,85.345,57.513,57.208,56.143,64.601,99.424
0300301,70.848,72.379,95.051,59.974,59.398,64.435,65.479,57.706,56.808,59.111,59.22,59.775,54.878,65.676,60.901,53.557,57.767,105.69,59.604,59.89,68.515,60.277,88.731,60.626,62.357,81.277,56.957,54.793,60.973,57.5,73.681,134.678,53.047,95.316,55.269,56.776,60.525,88.101,65.396,68.245,57.662,59.55,77.88,56.24,56.206,73.35,58.426,62.096,59.239,58.765,56.549,58.022,57.984,56.571,77.326,58.683,64.103,56.151,81.8,70.887,55.117,83.69,91.367,81.389,90.886,51.354,74.947,64.415,51.789,70.542,87.596,64.392,41.205,90.23,105.886,85.082,69.465,73.264,58.819,64.171,85.341,52.074,88.568,65.185,58.209,84.526,56.694,56.39,55.324,63.782,98.606
0300701,69.712,71.244,93.916,58.839,58.262,63.299,64.344,56.571,55.673,57.975,58.085,58.639,53.742,64.541,59.766,52.421,56.632,104.554,58.468,58.755,67.379,59.141,87.596,59.491,61.221,80.142,55.821,53.657,59.838,56.365,72.546,133.543,51.912,94.181,54.134,55.641,59.389,86.966,64.261,67.11,56.527,58.415,76.745,55.104,55.07,72.215,57.291,60.961,58.104,57.63,55.414,56.886,56.849,55.436,76.191,57.547,62.968,55.016,80.665,69.752,53.982,82.555,90.232,80.254,89.751,50.218,73.812,63.28,50.653,69.407,86.46,63.256,40.07,89.094,104.75,83.947,68.33,72.129,57.684,63.035,84.206,50.938,87.433,64.049,57.074,83.391,55.559,55.254,54.189,62.647,97.47
0310101,73.033,70.062,100.037,91.295,85.819,78.264,85.468,91.207,90.685,89.901,89.724,86.008,87.299,79.376,87.021,91.396,86.564,58.148,114.184,89.233,76.884,87.393,61.709,87.824,87.228,71.795,86.389,87.972,97.573,65.718,115.76,19.951,90.886,100.303,88.049,93.12,87.723,75.997,85.385,85.856,84.034,88.893,77.267,93.263,93.088,71.215,86.906,86.394,86.139,88.808,92.893,88.685,90.63,94.411,79.334,87.083,81.698,85.896,68.328,65.997,92.368,62.579,69.152,82.545,47.739,93.954,68.546,78.713,90.031,71.935,92.582,99.115,101.123,68.882,110.872,105.089,87.075,67.082,67.787,106.25,62.259,95.292,63.011,113.43,93.116,75.644,86.439,92.734,100.145,105.861,44.283
